    -12.01     -9.43     -1.00      0.01      0.00      1.00     -0.00      3.13     -0.01      3.13
    -11.99     -9.42     -1.00     -0.01      0.00     -1.00      0.00     -3.13      0.01     -3.13
    -11.98     -9.41     -1.00     -0.02      0.01     -1.00      0.00     -3.13      0.02     -3.13
    -11.97     -9.40     -1.00     -0.02      0.01     -1.00      0.00     -3.12      0.02     -3.12
    -11.96     -9.39     -1.00     -0.03      0.02     -1.00      0.00     -3.11      0.03     -3.11
    -11.95     -9.39     -1.00     -0.04      0.02     -1.00     -0.00     -3.10      0.04     -3.10
    -11.94     -9.38     -1.00     -0.05      0.02     -1.00      0.00     -3.09      0.05     -3.09
    -11.93     -9.37     -1.00     -0.05      0.03     -1.00      0.00     -3.09      0.05     -3.09
    -11.92     -9.36     -1.00     -0.06      0.03     -1.00      0.00     -3.08      0.06     -3.08
    -11.91     -9.35     -1.00     -0.07      0.04     -1.00     -0.00     -3.07      0.07     -3.07
    -11.90     -9.35     -1.00     -0.08      0.04     -1.00      0.00     -3.06      0.08     -3.06
    -11.89     -9.34     -1.00     -0.09      0.04     -1.00      0.00     -3.06      0.09     -3.06
       -11     -8.64     -0.71     -0.71      0.38     -0.92      0.00     -2.36      0.79     -2.36
    -10.09     -7.92     -0.07     -1.00      0.68     -0.73      0.00     -1.64      1.50     -1.64
    -10.08     -7.92     -0.06     -1.00      0.68     -0.73      0.00     -1.63      1.51     -1.63
    -10.07     -7.91     -0.05     -1.00      0.69     -0.73      0.00     -1.63      1.52     -1.63
    -10.06     -7.90     -0.05     -1.00      0.69     -0.72      0.00     -1.62      1.52     -1.62
    -10.05     -7.89     -0.04     -1.00      0.69     -0.72      0.00     -1.61      1.53     -1.61
    -10.04     -7.89     -0.03     -1.00      0.70     -0.72      0.00     -1.60      1.54     -1.60
    -10.03     -7.88     -0.02     -1.00      0.70     -0.72      0.00     -1.59      1.55     -1.59
    -10.02     -7.87     -0.02     -1.00      0.70     -0.71      0.00     -1.59      1.56     -1.59
    -10.01     -7.86     -0.01     -1.00      0.70     -0.71     -0.00     -1.58      1.56     -1.58
     -9.99     -7.85      0.01     -1.00      0.71     -0.70      0.00     -1.56     -1.56     -1.56
     -9.98     -7.84      0.02     -1.00      0.71     -0.70      0.00     -1.56     -1.56     -1.56
     -9.97     -7.83      0.02     -1.00      0.72     -0.70     -0.00     -1.55     -1.55     -1.55
     -9.96     -7.82      0.03     -1.00      0.72     -0.70     -0.00     -1.54     -1.54     -1.54
     -9.95     -7.81      0.04     -1.00      0.72     -0.69     -0.00     -1.53     -1.53     -1.53
     -9.94     -7.81      0.05     -1.00      0.72     -0.69     -0.00     -1.52     -1.52     -1.52
     -9.93     -7.80      0.05     -1.00      0.73     -0.69      0.00     -1.52     -1.52     -1.52
     -9.92     -7.79      0.06     -1.00      0.73     -0.68     -0.00     -1.51     -1.51     -1.51
     -9.91     -7.78      0.07     -1.00      0.73     -0.68      0.00     -1.50     -1.50     -1.50
     -9.90     -7.78      0.08     -1.00      0.73     -0.68      0.00     -1.49     -1.49     -1.49
     -9.89     -7.77      0.09     -1.00      0.74     -0.68      0.00     -1.48     -1.48     -1.48
        -9     -7.07      0.71     -0.71      0.92     -0.38      0.00     -0.79     -0.79     -0.79
     -8.09     -6.35      1.00     -0.07      1.00     -0.04      0.00     -0.07     -0.07     -0.07
     -8.08     -6.35      1.00     -0.06      1.00     -0.03      0.00     -0.06     -0.06     -0.06
     -8.07     -6.34      1.00     -0.05      1.00     -0.03      0.00     -0.05     -0.05     -0.05
     -8.06     -6.33      1.00     -0.05      1.00     -0.02      0.00     -0.05     -0.05     -0.05
     -8.05     -6.32      1.00     -0.04      1.00     -0.02      0.00     -0.04     -0.04     -0.04
     -8.04     -6.31      1.00     -0.03      1.00     -0.02     -0.00     -0.03     -0.03     -0.03
     -8.03     -6.31      1.00     -0.02      1.00     -0.01      0.00     -0.02     -0.02     -0.02
     -8.02     -6.30      1.00     -0.02      1.00     -0.01      0.00     -0.02     -0.02     -0.02
     -8.01     -6.29      1.00     -0.01      1.00     -0.00     -0.00     -0.01     -0.01     -0.01
     -7.99     -6.28      1.00      0.01      1.00      0.00      0.00      0.01      0.01      0.01
     -7.98     -6.27      1.00      0.02      1.00      0.01      0.00      0.02      0.02      0.02
     -7.97     -6.26      1.00      0.02      1.00      0.01     -0.00      0.02      0.02      0.02
     -7.96     -6.25      1.00      0.03      1.00      0.02      0.00      0.03      0.03      0.03
     -7.95     -6.24      1.00      0.04      1.00      0.02     -0.00      0.04      0.04      0.04
     -7.94     -6.24      1.00      0.05      1.00      0.02     -0.00      0.05      0.05      0.05
     -7.93     -6.23      1.00      0.05      1.00      0.03      0.00      0.05      0.05      0.05
     -7.92     -6.22      1.00      0.06      1.00      0.03     -0.00      0.06      0.06      0.06
     -7.91     -6.21      1.00      0.07      1.00      0.04      0.00      0.07      0.07      0.07
     -7.90     -6.20      1.00      0.08      1.00      0.04      0.00      0.08      0.08      0.08
     -7.89     -6.20      1.00      0.09      1.00      0.04      0.00      0.09      0.09      0.09
        -7     -5.50      0.71      0.71      0.92      0.38      0.00      0.79      0.79      0.79
     -6.09     -4.78      0.07      1.00      0.73      0.68     -0.00      1.50      1.50      1.50
     -6.08     -4.78      0.06      1.00      0.73      0.68      0.00      1.51      1.51      1.51
     -6.07     -4.77      0.05      1.00      0.73      0.69      0.00      1.52      1.52      1.52
     -6.06     -4.76      0.05      1.00      0.72      0.69      0.00      1.52      1.52      1.52
     -6.05     -4.75      0.04      1.00      0.72      0.69      0.00      1.53      1.53      1.53
     -6.04     -4.74      0.03      1.00      0.72      0.70      0.00      1.54      1.54      1.54
     -6.03     -4.74      0.02      1.00      0.72      0.70      0.00      1.55      1.55      1.55
     -6.02     -4.73      0.02      1.00      0.71      0.70      0.00      1.56      1.56      1.56
     -6.01     -4.72      0.01      1.00      0.71      0.70      0.00      1.56      1.56      1.56
     -5.99     -4.70     -0.01      1.00      0.70      0.71      0.00      1.58     -1.56      1.58
     -5.98     -4.70     -0.02      1.00      0.70      0.71      0.00      1.59     -1.56      1.59
     -5.97     -4.69     -0.02      1.00      0.70      0.72     -0.00      1.59     -1.55      1.59
     -5.96     -4.68     -0.03      1.00      0.70      0.72      0.00      1.60     -1.54      1.60
     -5.95     -4.67     -0.04      1.00      0.69      0.72     -0.00      1.61     -1.53      1.61
     -5.94     -4.67     -0.05      1.00      0.69      0.72      0.00      1.62     -1.52      1.62
     -5.93     -4.66     -0.05      1.00      0.69      0.73     -0.00      1.63     -1.52      1.63
     -5.92     -4.65     -0.06      1.00      0.68      0.73      0.00      1.63     -1.51      1.63
     -5.91     -4.64     -0.07      1.00      0.68      0.73      0.00      1.64     -1.50      1.64
     -5.90     -4.63     -0.08      1.00      0.68      0.73      0.00      1.65     -1.49      1.65
        -5     -3.93     -0.71      0.71      0.38      0.92      0.00      2.36     -0.79      2.36
     -4.09     -3.21     -1.00      0.07      0.04      1.00     -0.00      3.07     -0.07      3.07
     -4.08     -3.20     -1.00      0.06      0.03      1.00      0.00      3.08     -0.06      3.08
     -4.07     -3.20     -1.00      0.05      0.03      1.00     -0.00      3.09     -0.05      3.09
     -4.06     -3.19     -1.00      0.05      0.02      1.00      0.00      3.09     -0.05      3.09
     -4.05     -3.18     -1.00      0.04      0.02      1.00     -0.00      3.10     -0.04      3.10
     -4.04     -3.17     -1.00      0.03      0.02      1.00      0.00      3.11     -0.03      3.11
     -4.03     -3.17     -1.00      0.02      0.01      1.00      0.00      3.12     -0.02      3.12
     -4.02     -3.16     -1.00      0.02      0.01      1.00      0.00      3.13     -0.02      3.13
     -4.01     -3.15     -1.00      0.01      0.00      1.00      0.00      3.13     -0.01      3.13
     -3.99     -3.13     -1.00     -0.01      0.00     -1.00      0.00     -3.13      0.01     -3.13
     -3.98     -3.13     -1.00     -0.02      0.01     -1.00      0.00     -3.13      0.02     -3.13
     -3.97     -3.12     -1.00     -0.02      0.01     -1.00      0.00     -3.12      0.02     -3.12
     -3.96     -3.11     -1.00     -0.03      0.02     -1.00      0.00     -3.11      0.03     -3.11
     -3.95     -3.10     -1.00     -0.04      0.02     -1.00     -0.00     -3.10      0.04     -3.10
     -3.94     -3.09     -1.00     -0.05      0.02     -1.00      0.00     -3.09      0.05     -3.09
     -3.93     -3.09     -1.00     -0.05      0.03     -1.00     -0.00     -3.09      0.05     -3.09
     -3.92     -3.08     -1.00     -0.06      0.03     -1.00     -0.00     -3.08      0.06     -3.08
     -3.91     -3.07     -1.00     -0.07      0.04     -1.00     -0.00     -3.07      0.07     -3.07
     -3.90     -3.06     -1.00     -0.08      0.04     -1.00      0.00     -3.06      0.08     -3.06
        -3     -2.36     -0.71     -0.71      0.38     -0.92      0.00     -2.36      0.79     -2.36
     -2.09     -1.64     -0.07     -1.00      0.68     -0.73      0.00     -1.64      1.50     -1.64
     -2.08     -1.63     -0.06     -1.00      0.68     -0.73      0.00     -1.63      1.51     -1.63
     -2.07     -1.63     -0.05     -1.00      0.69     -0.73     -0.00     -1.63      1.52     -1.63
     -2.06     -1.62     -0.05     -1.00      0.69     -0.72      0.00     -1.62      1.52     -1.62
     -2.05     -1.61     -0.04     -1.00      0.69     -0.72      0.00     -1.61      1.53     -1.61
     -2.04     -1.60     -0.03     -1.00      0.70     -0.72      0.00     -1.60      1.54     -1.60
     -2.03     -1.59     -0.02     -1.00      0.70     -0.72      0.00     -1.59      1.55     -1.59
     -2.02     -1.59     -0.02     -1.00      0.70     -0.71      0.00     -1.59      1.56     -1.59
     -2.01     -1.58     -0.01     -1.00      0.70     -0.71      0.00     -1.58      1.56     -1.58
     -1.99     -1.56      0.01     -1.00      0.71     -0.70      0.00     -1.56     -1.56     -1.56
     -1.98     -1.56      0.02     -1.00      0.71     -0.70      0.00     -1.56     -1.56     -1.56
     -1.97     -1.55      0.02     -1.00      0.72     -0.70     -0.00     -1.55     -1.55     -1.55
     -1.96     -1.54      0.03     -1.00      0.72     -0.70      0.00     -1.54     -1.54     -1.54
     -1.95     -1.53      0.04     -1.00      0.72     -0.69     -0.00     -1.53     -1.53     -1.53
     -1.94     -1.52      0.05     -1.00      0.72     -0.69      0.00     -1.52     -1.52     -1.52
     -1.93     -1.52      0.05     -1.00      0.73     -0.69     -0.00     -1.52     -1.52     -1.52
     -1.92     -1.51      0.06     -1.00      0.73     -0.68     -0.00     -1.51     -1.51     -1.51
     -1.91     -1.50      0.07     -1.00      0.73     -0.68      0.00     -1.50     -1.50     -1.50
     -1.90     -1.49      0.08     -1.00      0.73     -0.68      0.00     -1.49     -1.49     -1.49
        -1     -0.79      0.71     -0.71      0.92     -0.38      0.00     -0.79     -0.79     -0.79
     -0.09     -0.07      1.00     -0.07      1.00     -0.04      0.00     -0.07     -0.07     -0.07
     -0.08     -0.06      1.00     -0.06      1.00     -0.03      0.00     -0.06     -0.06     -0.06
     -0.07     -0.05      1.00     -0.05      1.00     -0.03      0.00     -0.05     -0.05     -0.05
     -0.06     -0.05      1.00     -0.05      1.00     -0.02      0.00     -0.05     -0.05     -0.05
     -0.05     -0.04      1.00     -0.04      1.00     -0.02     -0.00     -0.04     -0.04     -0.04
     -0.04     -0.03      1.00     -0.03      1.00     -0.02      0.00     -0.03     -0.03     -0.03
     -0.03     -0.02      1.00     -0.02      1.00     -0.01      0.00     -0.02     -0.02     -0.02
     -0.02     -0.02      1.00     -0.02      1.00     -0.01      0.00     -0.02     -0.02     -0.02
     -0.01     -0.01      1.00     -0.01      1.00     -0.00      0.00     -0.01     -0.01     -0.01
      0.01      0.01      1.00      0.01      1.00      0.00      0.00      0.01      0.01      0.01
      0.02      0.02      1.00      0.02      1.00      0.01      0.00      0.02      0.02      0.02
      0.03      0.02      1.00      0.02      1.00      0.01     -0.00      0.02      0.02      0.02
      0.04      0.03      1.00      0.03      1.00      0.02     -0.00      0.03      0.03      0.03
      0.05      0.04      1.00      0.04      1.00      0.02     -0.00      0.04      0.04      0.04
      0.06      0.05      1.00      0.05      1.00      0.02     -0.00      0.05      0.05      0.05
      0.07      0.05      1.00      0.05      1.00      0.03      0.00      0.05      0.05      0.05
      0.08      0.06      1.00      0.06      1.00      0.03      0.00      0.06      0.06      0.06
      0.09      0.07      1.00      0.07      1.00      0.04      0.00      0.07      0.07      0.07
      0.10      0.08      1.00      0.08      1.00      0.04      0.00      0.08      0.08      0.08
      0.11      0.09      1.00      0.09      1.00      0.04      0.00      0.09      0.09      0.09
         1      0.79      0.71      0.71      0.92      0.38      0.00      0.79      0.79      0.79
      1.91      1.50      0.07      1.00      0.73      0.68      0.00      1.50      1.50      1.50
      1.92      1.51      0.06      1.00      0.73      0.68      0.00      1.51      1.51      1.51
      1.93      1.52      0.05      1.00      0.73      0.69      0.00      1.52      1.52      1.52
      1.94      1.52      0.05      1.00      0.72      0.69      0.00      1.52      1.52      1.52
      1.95      1.53      0.04      1.00      0.72      0.69     -0.00      1.53      1.53      1.53
      1.96      1.54      0.03      1.00      0.72      0.70      0.00      1.54      1.54      1.54
      1.97      1.55      0.02      1.00      0.72      0.70      0.00      1.55      1.55      1.55
      1.98      1.56      0.02      1.00      0.71      0.70     -0.00      1.56      1.56      1.56
      1.99      1.56      0.01      1.00      0.71      0.70      0.00      1.56      1.56      1.56
      2.01      1.58     -0.01      1.00      0.70      0.71      0.00      1.58     -1.56      1.58
      2.02      1.59     -0.02      1.00      0.70      0.71      0.00      1.59     -1.56      1.59
      2.03      1.59     -0.02      1.00      0.70      0.72      0.00      1.59     -1.55      1.59
      2.04      1.60     -0.03      1.00      0.70      0.72      0.00      1.60     -1.54      1.60
      2.05      1.61     -0.04      1.00      0.69      0.72      0.00      1.61     -1.53      1.61
      2.06      1.62     -0.05      1.00      0.69      0.72      0.00      1.62     -1.52      1.62
      2.07      1.63     -0.05      1.00      0.69      0.73      0.00      1.63     -1.52      1.63
      2.08      1.63     -0.06      1.00      0.68      0.73     -0.00      1.63     -1.51      1.63
      2.09      1.64     -0.07      1.00      0.68      0.73      0.00      1.64     -1.50      1.64
      2.10      1.65     -0.08      1.00      0.68      0.73      0.00      1.65     -1.49      1.65
         3      2.36     -0.71      0.71      0.38      0.92      0.00      2.36     -0.79      2.36
      3.91      3.07     -1.00      0.07      0.04      1.00      0.00      3.07     -0.07      3.07
      3.92      3.08     -1.00      0.06      0.03      1.00      0.00      3.08     -0.06      3.08
      3.93      3.09     -1.00      0.05      0.03      1.00     -0.00      3.09     -0.05      3.09
      3.94      3.09     -1.00      0.05      0.02      1.00      0.00      3.09     -0.05      3.09
      3.95      3.10     -1.00      0.04      0.02      1.00     -0.00      3.10     -0.04      3.10
      3.96      3.11     -1.00      0.03      0.02      1.00      0.00      3.11     -0.03      3.11
      3.97      3.12     -1.00      0.02      0.01      1.00      0.00      3.12     -0.02      3.12
      3.98      3.13     -1.00      0.02      0.01      1.00      0.00      3.13     -0.02      3.13
      3.99      3.13     -1.00      0.01      0.00      1.00      0.00      3.13     -0.01      3.13
      4.01      3.15     -1.00     -0.01      0.00     -1.00      0.00     -3.13      0.01     -3.13
      4.02      3.16     -1.00     -0.02      0.01     -1.00      0.00     -3.13      0.02     -3.13
      4.03      3.17     -1.00     -0.02      0.01     -1.00     -0.00     -3.12      0.02     -3.12
      4.04      3.17     -1.00     -0.03      0.02     -1.00      0.00     -3.11      0.03     -3.11
      4.05      3.18     -1.00     -0.04      0.02     -1.00      0.00     -3.10      0.04     -3.10
      4.06      3.19     -1.00     -0.05      0.02     -1.00      0.00     -3.09      0.05     -3.09
      4.07      3.20     -1.00     -0.05      0.03     -1.00     -0.00     -3.09      0.05     -3.09
      4.08      3.20     -1.00     -0.06      0.03     -1.00      0.00     -3.08      0.06     -3.08
      4.09      3.21     -1.00     -0.07      0.04     -1.00     -0.00     -3.07      0.07     -3.07
      4.10      3.22     -1.00     -0.08      0.04     -1.00      0.00     -3.06      0.08     -3.06
         5      3.93     -0.71     -0.71      0.38     -0.92      0.00     -2.36      0.79     -2.36
      5.91      4.64     -0.07     -1.00      0.68     -0.73      0.00     -1.64      1.50     -1.64
      5.92      4.65     -0.06     -1.00      0.68     -0.73     -0.00     -1.63      1.51     -1.63
      5.93      4.66     -0.05     -1.00      0.69     -0.73     -0.00     -1.63      1.52     -1.63
      5.94      4.67     -0.05     -1.00      0.69     -0.72      0.00     -1.62      1.52     -1.62
      5.95      4.67     -0.04     -1.00      0.69     -0.72      0.00     -1.61      1.53     -1.61
      5.96      4.68     -0.03     -1.00      0.70     -0.72      0.00     -1.60      1.54     -1.60
      5.97      4.69     -0.02     -1.00      0.70     -0.72      0.00     -1.59      1.55     -1.59
      5.98      4.70     -0.02     -1.00      0.70     -0.71      0.00     -1.59      1.56     -1.59
      5.99      4.70     -0.01     -1.00      0.70     -0.71      0.00     -1.58      1.56     -1.58
      6.01      4.72      0.01     -1.00      0.71     -0.70      0.00     -1.56     -1.56     -1.56
      6.02      4.73      0.02     -1.00      0.71     -0.70      0.00     -1.56     -1.56     -1.56
      6.03      4.74      0.02     -1.00      0.72     -0.70     -0.00     -1.55     -1.55     -1.55
      6.04      4.74      0.03     -1.00      0.72     -0.70      0.00     -1.54     -1.54     -1.54
      6.05      4.75      0.04     -1.00      0.72     -0.69     -0.00     -1.53     -1.53     -1.53
      6.06      4.76      0.05     -1.00      0.72     -0.69      0.00     -1.52     -1.52     -1.52
      6.07      4.77      0.05     -1.00      0.73     -0.69      0.00     -1.52     -1.52     -1.52
      6.08      4.78      0.06     -1.00      0.73     -0.68     -0.00     -1.51     -1.51     -1.51
      6.09      4.78      0.07     -1.00      0.73     -0.68     -0.00     -1.50     -1.50     -1.50
      6.10      4.79      0.08     -1.00      0.73     -0.68      0.00     -1.49     -1.49     -1.49
         7      5.50      0.71     -0.71      0.92     -0.38      0.00     -0.79     -0.79     -0.79
      7.91      6.21      1.00     -0.07      1.00     -0.04      0.00     -0.07     -0.07     -0.07
      7.92      6.22      1.00     -0.06      1.00     -0.03     -0.00     -0.06     -0.06     -0.06
      7.93      6.23      1.00     -0.05      1.00     -0.03     -0.00     -0.05     -0.05     -0.05
      7.94      6.24      1.00     -0.05      1.00     -0.02      0.00     -0.05     -0.05     -0.05
      7.95      6.24      1.00     -0.04      1.00     -0.02      0.00     -0.04     -0.04     -0.04
      7.96      6.25      1.00     -0.03      1.00     -0.02      0.00     -0.03     -0.03     -0.03
      7.97      6.26      1.00     -0.02      1.00     -0.01      0.00     -0.02     -0.02     -0.02
      7.98      6.27      1.00     -0.02      1.00     -0.01      0.00     -0.02     -0.02     -0.02
      7.99      6.28      1.00     -0.01      1.00     -0.00      0.00     -0.01     -0.01     -0.01
      8.01      6.29      1.00      0.01      1.00      0.00      0.00      0.01      0.01      0.01
      8.02      6.30      1.00      0.02      1.00      0.01      0.00      0.02      0.02      0.02
      8.03      6.31      1.00      0.02      1.00      0.01     -0.00      0.02      0.02      0.02
      8.04      6.31      1.00      0.03      1.00      0.02      0.00      0.03      0.03      0.03
      8.05      6.32      1.00      0.04      1.00      0.02     -0.00      0.04      0.04      0.04
      8.06      6.33      1.00      0.05      1.00      0.02      0.00      0.05      0.05      0.05
      8.07      6.34      1.00      0.05      1.00      0.03      0.00      0.05      0.05      0.05
      8.08      6.35      1.00      0.06      1.00      0.03     -0.00      0.06      0.06      0.06
      8.09      6.35      1.00      0.07      1.00      0.04      0.00      0.07      0.07      0.07
      8.10      6.36      1.00      0.08      1.00      0.04      0.00      0.08      0.08      0.08
      8.11      6.37      1.00      0.09      1.00      0.04     -0.00      0.09      0.09      0.09
         9      7.07      0.71      0.71      0.92      0.38      0.00      0.79      0.79      0.79
      9.91      7.78      0.07      1.00      0.73      0.68      0.00      1.50      1.50      1.50
      9.92      7.79      0.06      1.00      0.73      0.68      0.00      1.51      1.51      1.51
      9.93      7.80      0.05      1.00      0.73      0.69      0.00      1.52      1.52      1.52
      9.94      7.81      0.05      1.00      0.72      0.69      0.00      1.52      1.52      1.52
      9.95      7.81      0.04      1.00      0.72      0.69      0.00      1.53      1.53      1.53
      9.96      7.82      0.03      1.00      0.72      0.70     -0.00      1.54      1.54      1.54
      9.97      7.83      0.02      1.00      0.72      0.70      0.00      1.55      1.55      1.55
      9.98      7.84      0.02      1.00      0.71      0.70      0.00      1.56      1.56      1.56
      9.99      7.85      0.01      1.00      0.71      0.70     -0.00      1.56      1.56      1.56
     10.01      7.86     -0.01      1.00      0.70      0.71      0.00      1.58     -1.56      1.58
     10.02      7.87     -0.02      1.00      0.70      0.71      0.00      1.59     -1.56      1.59
     10.03      7.88     -0.02      1.00      0.70      0.72      0.00      1.59     -1.55      1.59
     10.04      7.89     -0.03      1.00      0.70      0.72      0.00      1.60     -1.54      1.60
     10.05      7.89     -0.04      1.00      0.69      0.72      0.00      1.61     -1.53      1.61
     10.06      7.90     -0.05      1.00      0.69      0.72      0.00      1.62     -1.52      1.62
     10.07      7.91     -0.05      1.00      0.69      0.73     -0.00      1.63     -1.52      1.63
     10.08      7.92     -0.06      1.00      0.68      0.73      0.00      1.63     -1.51      1.63
     10.09      7.92     -0.07      1.00      0.68      0.73      0.00      1.64     -1.50      1.64
     10.10      7.93     -0.08      1.00      0.68      0.73      0.00      1.65     -1.49      1.65
     10.11      7.94     -0.09      1.00      0.68      0.74      0.00      1.66     -1.48      1.66
        11      8.64     -0.71      0.71      0.38      0.92      0.00      2.36     -0.79      2.36
     11.91      9.35     -1.00      0.07      0.04      1.00     -0.00      3.07     -0.07      3.07
     11.92      9.36     -1.00      0.06      0.03      1.00      0.00      3.08     -0.06      3.08
     11.93      9.37     -1.00      0.05      0.03      1.00     -0.00      3.09     -0.05      3.09
     11.94      9.38     -1.00      0.05      0.02      1.00      0.00      3.09     -0.05      3.09
     11.95      9.39     -1.00      0.04      0.02      1.00      0.00      3.10     -0.04      3.10
     11.96      9.39     -1.00      0.03      0.02      1.00     -0.00      3.11     -0.03      3.11
     11.97      9.40     -1.00      0.02      0.01      1.00      0.00      3.12     -0.02      3.12
     11.98      9.41     -1.00      0.02      0.01      1.00      0.00      3.13     -0.02      3.13
     11.99      9.42     -1.00      0.01      0.00      1.00     -0.00      3.13     -0.01      3.13
     12.01      9.43     -1.00     -0.01      0.00     -1.00      0.00     -3.13      0.01     -3.13
     12.02      9.44     -1.00     -0.02      0.01     -1.00      0.00     -3.13      0.02     -3.13
     12.03      9.45     -1.00     -0.02      0.01     -1.00     -0.00     -3.12      0.02     -3.12
     12.04      9.46     -1.00     -0.03      0.02     -1.00      0.00     -3.11      0.03     -3.11
     12.05      9.46     -1.00     -0.04      0.02     -1.00      0.00     -3.10      0.04     -3.10
     12.06      9.47     -1.00     -0.05      0.02     -1.00      0.00     -3.09      0.05     -3.09
     12.07      9.48     -1.00     -0.05      0.03     -1.00     -0.00     -3.09      0.05     -3.09
     12.08      9.49     -1.00     -0.06      0.03     -1.00     -0.00     -3.08      0.06     -3.08
     12.09      9.50     -1.00     -0.07      0.04     -1.00      0.00     -3.07      0.07     -3.07
     12.10      9.50     -1.00     -0.08      0.04     -1.00      0.00     -3.06      0.08     -3.06
     12.11      9.51     -1.00     -0.09      0.04     -1.00      0.00     -3.06      0.09     -3.06
        13     10.21     -0.71     -0.71      0.38     -0.92      0.00     -2.36      0.79     -2.36
     13.91     10.92     -0.07     -1.00      0.68     -0.73     -0.00     -1.64      1.50     -1.64
